event_name,description,label,series
美英对也门多地发动空袭_最终事件描述,"美英对也门发动的空袭事件引发了持续且激烈的舆论反应，整体呈现以下发展趋势：  

**初期（1-12小时）**：舆论迅速聚焦于对美英军事行动的谴责，普遍批评其“以大欺小”“霸权行径”，同时调侃也门防空能力薄弱（如“沙漠捡导弹”）。情绪以愤怒和讽刺为主，夹杂对冲突升级的担忧（如“三战前兆”）。  

**中期（13-36小时）**：反美英情绪持续高涨，支持胡塞武装反击的声浪增强，部分言论呼吁外部援助或攻击美英本土。军事技术讨论增多（如防空武器需求），地缘关联性加强（如与巴以冲突、红海航道挂钩）。  

**后期（37-424小时）**：舆论逐渐分化，极端化言论（如核战煽动）与调侃性表达并存，同时显现“战争疲劳”。对美英的批评仍占主导，但认知模糊（如误读也门地理位置）和娱乐化消解（如熬夜梗）冲淡事件严肃性。整体趋势反映对强权干预的反感、对地区局势恶化的忧虑，以及舆论场的极化与麻木。",1,"[5, 25, 54, 49, 30, 28, 5, 4, 0, 9, 14, 15, 29, 42, 77, 116, 96, 70, 98, 68, 48, 62, 81, 216, 266, 230, 193, 152, 120, 106, 52, 25, 14, 13, 32, 52, 76, 61, 40, 56, 61, 17, 1, 1, 0, 0, 1, 0, 1, 2, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4, 7, 6, 2, 1, 1, 0, 1, 0, 18, 6, 3, 0, 3, 1, 2, 4, 4, 6, 5, 6, 3, 1, 3, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
青岛大爷（完结版）_最终事件描述,青岛大爷（完结版）事件始于一名佩戴红袖章的大爷与摆摊大学生的冲突视频曝光，迅速引发舆论风暴。事件初期（1-12小时），90%以上评论集中批判大爷“滥用职权”“红卫兵作风”，并关联“青岛大虾”等历史负面标签，地域攻击与代际矛盾凸显。中期（13-72小时），舆论持续发酵，焦点从个体行为转向对基层权力滥用的系统性批判，“红袖章执法权”“临时工现象”成为核心争议，官方回应缺位加剧不满，青岛旅游形象严重受损，网民频繁对比淄博管理模式。后期（73-360小时），舆情呈现两极化：一方持续谴责权力傲慢并抵制青岛旅游，另一方呼吁理性看待个案；事件逐渐符号化为“最小权力最大刁难”的社会痛点，延伸至对退休金制度、城市治理的深层讨论。尽管官方最终通报涉事者为“外聘临时工并辞退”，但舆情始终未完全平息，反映出公众对公权力规范与地域形象修复的长期焦虑。,1,"[1, 0, 8, 8, 5, 6, 2, 2, 3, 5, 5, 0, 16, 17, 25, 19, 24, 10, 11, 14, 10, 2, 2, 2, 5, 14, 13, 19, 18, 13, 25, 9, 20, 15, 11, 7, 6, 9, 6, 18, 7, 7, 8, 622, 787, 1211, 1027, 542, 403, 269, 162, 171, 145, 133, 191, 163, 143, 131, 88, 62, 41, 39, 24, 37, 48, 140, 183, 207, 185, 112, 118, 96, 59, 73, 90, 93, 85, 89, 76, 93, 55, 61, 72, 31, 36, 13, 14, 26, 35, 54, 100, 70, 101, 77, 79, 63, 68, 40, 54, 40, 34, 44, 28, 22, 52, 43, 29, 24, 8, 8, 12, 2, 17, 21, 61, 64, 39, 38, 31, 34, 38, 36, 41, 62, 50, 40, 21, 25, 20, 23, 26, 30, 25, 6, 8, 19, 17, 54, 102, 96, 89, 86, 90, 50, 37, 27, 29, 15, 32, 12, 13, 25, 34, 21, 23, 6, 4, 7, 5, 4, 3, 11, 24, 18, 7, 17, 12, 9, 10, 10, 7, 6, 12, 13, 4, 17, 12, 10, 4, 2, 3, 0, 1, 0, 3, 3, 13, 5, 7, 4, 10, 5, 5, 8, 11, 16, 13, 8, 18, 12, 11, 7, 2, 1, 0, 0, 0, 0, 1, 1, 2, 0, 2, 3, 1, 2, 1, 1, 4, 1, 0, 0, 0, 3, 0, 2, 0, 1, 2, 0, 0, 0, 0, 2, 3, 1, 2, 1, 0, 1, 2, 0, 0, 3, 2, 4, 2, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 3, 1, 0, 0, 1, 0, 1, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
网约车车祸致女子流产平台被判全责_最终事件描述,"**事件总述**：  
网约车车祸致孕妇流产事件引发持续争议，舆论发展呈现责任追问、情感对立与社会议题延展的三阶段特征。初期（1-231小时），焦点集中于平台全责判罚的合理性，舆论分化明显：一方谴责司机违规变道及平台管理漏洞，另一方则质疑孕妇自身责任，同时衍生出对网约车保险乱象及智能驾驶安全的讨论。中期（232小时起），矛盾升级为三大核心：赔偿金额（9万元）被批远低于试管婴儿等特殊群体的实际损失；责任划分中司机免责引发“纵容危险驾驶”的担忧；孕妇出行安全焦虑加剧，部分司机拒载倾向暴露行业服务缺陷。整体趋势从个案责任争议转向对公共安全、弱势群体权益及平台监管的深层反思，情绪由愤怒与对立逐渐演变为对系统性问题的无力感。",0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 2, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 5, 0, 3, 3, 2, 1, 4, 4, 39]"
北京税务局原局长李亚民被查_最终事件描述,北京税务局原局长李亚民被查事件曝光后，舆论迅速发酵并呈现鲜明的批判倾向。初期（1-10小时），公众讨论高度聚焦其外貌特征，超80%的评论以“肥头大耳”“相由心生”等表述将体型与贪腐直接关联，形成外貌羞辱为主的宣泄模式，同时30%的言论延伸至对监管体系的质疑。中期（11-161小时），舆论持续强化外貌与腐败的刻板联想，并衍生出对茅台消费、股市等社会议题的讽刺，情绪以愤怒与嘲讽为主。值得注意的是，三三集团案支持者借机穿插发声，形成次要声浪。整个事件反映出公众对官员廉洁性的深度不信任，以及将外在形象与道德品质挂钩的固化认知，舆论场始终未脱离对公权力腐败的集体批判框架。,0,"[1, 5, 3, 1, 1, 3, 2, 3, 4, 6, 12, 11, 5, 5, 0, 2, 3, 3, 4, 1, 1, 2, 3, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 2, 1, 2, 4, 5, 0, 4, 2, 1, 2, 3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
名媛培训班_最终事件描述,名媛培训班事件在近25天的舆论发酵中，呈现出从猎奇调侃到深度争议的演变轨迹。初期（前584小时），公众态度两极分化：大量网友表现出参与兴趣，询问报名细节并戏谑“拼单名媛”现象，同时负面评价逐渐浮现，涉及灰色产业链揭露和社会阶层讽刺。中期（585-591小时），讨论转向现实焦虑与道德批判的碰撞，就业压力催生功利化考量，而“现代瘦马”“PUA类比”等指控加剧争议，性别特权议题被引入。后期（592-594小时），舆论焦点集中到价值观冲突，支持者以“阶层跃迁捷径”辩护，反对者则通过“捞女培训”“同质化审美”等标签强化批判，明星关联案例（如黄晓明）和罗翔观点被广泛引用，推动事件娱乐化与道德反思并行。整体呈现戏谑表象下对虚荣文化、性别物化和法律边界的深层焦虑，热度持续但污名化趋势显著。,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 9, 0, 1, 0, 0, 0, 23, 35, 22]"
iPhone被锁10年机主否认造假_最终事件描述,iPhone被锁10年事件在84小时内呈现明显的阶段性演变。初期（1-6小时）舆论以怀旧情绪与技术质疑为主，用户感慨老款iPhone（如4s）触发的“时间胶囊”效应，同时质疑锁机机制合理性；中期（7-24小时）形成集体记忆共鸣，衍生出对数字遗产、时代符号（如音悦台）的讨论，但版权争议与真实性追问逐渐浮现；后期（25-84小时）质疑声量显著增强，焦点转向逻辑漏洞（电池寿命、日历机制）和营销嫌疑，机主否认造假后舆论两极分化，支持者呼吁理性，反对者类比“巴黎作业”等造假案例。整体趋势从感性怀旧转向理性争议，最终因缺乏实锤证据而热度衰减，呈现“猎奇—共情—质疑—疲态”的传播路径，反映公众对网络事件从情感驱动到事实求证的常态过程。（199字）,0,"[4, 0, 1, 2, 2, 2, 2, 4, 1, 3, 1, 0, 3, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 1, 2, 3, 3, 2, 5, 5, 1, 0, 1, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 2, 2, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 2, 1, 0, 0, 0]"
超15000台车违法占用应急车道_最终事件描述,"**事件总述：**  
超15000台车违法占用应急车道事件持续发酵，舆论演变呈现三阶段特征：  
1. **初期（1-19小时）**：舆论误植为“博物馆儿童破坏展品”事件，焦点集中于家庭教育与公共管理责任争议，愤怒情绪主导，要求家长赔偿、加强防护的呼声高涨。  
2. **中期（20-60小时）**：回归占道事件本体，舆论转向处罚力度争议。主流声音认为现行200元罚款、扣6分处罚过轻，呼吁效仿深圳“3000元+6分”标准，甚至提出吊销驾照等严惩措施。地域差异（如江浙人性化管理与深圳重罚对比）和执法公平性质疑（罚款“创收”调侃）成为焦点。  
3. **后期（61-484小时）**：讨论深化至执法机制优化，包括举报奖励、物理隔离等建议，同时应急车道的“生命通道”属性被反复强调。尽管少数声音合理化占用行为（如拥堵时临时通行），但公众共识倾向于通过重罚与统一标准维护秩序。  
**核心矛盾**始终围绕违法成本过低、执法标准不统一与公共安全诉求的冲突，折射出对交通治理效率与公平性的双重期待。（199字）",1,"[0, 0, 0, 2, 2, 4, 2, 3, 3, 1, 0, 5, 12, 13, 20, 23, 19, 21, 25, 31, 0, 0, 0, 0, 0, 1, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 2, 3, 10, 1, 6, 3, 2, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
果农_最终事件描述,"**果农事件总描述：**  

云南昭通果农（后部分澄清为商贩）拦路强卖苹果事件在48小时内迅速发酵，舆论呈现明显的负面情绪升级与地域标签化趋势。初期，事件因危险占道、强买强卖行为引发公愤，被类比为“车匪路霸”，网民普遍谴责其违法性并质疑当地执法缺位（如警车在场未干预）。随后，矛盾从个案蔓延至地域形象危机，昭通苹果遭遇集体抵制，连带云南旅游、投资意愿受冲击。官方通报因内容模糊、首段植入广告等引发二次舆情，进一步削弱公信力。尽管少数声音呼吁区分涉事商贩与正规果农，但主流舆论持续标签化昭通乃至云南，关联历史负面事件（如熊猫案），形成“治理无能”“民风彪悍”等刻板印象。事件最终从消费纠纷升级为公共安全与地域信任危机，暴露基层执法滞后与舆情应对不足，长期影响昭通农产品信誉及文旅形象。（199字）",1,"[0, 8, 7, 4, 2, 2, 0, 0, 0, 0, 0, 4, 21, 24, 54, 60, 49, 97, 187, 139, 170, 201, 214, 222, 219, 162, 112, 75, 68, 38, 24, 20, 15, 13, 32, 53, 78, 59, 60, 53, 63, 31, 25, 21, 26, 38, 16, 17, 17, 18, 58, 4, 6, 7, 3, 2, 2, 2, 3, 2, 2, 3, 1, 0, 2, 0, 2, 1, 1, 1, 0, 2, 2, 1, 2, 1, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 2, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 2, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
赵樱子说提迪幂孟扎是被迫_最终事件描述,"**赵樱子“提迪幂孟扎被迫”事件总述**  

该事件始于赵樱子公开声称相关言论为“被迫”，初期引发广泛争议，舆论迅速分化：质疑者抨击其“蹭热度”“炒作”，翻出过往争议言行（如碰瓷顶流、直播翻车）加深负面印象；支持者则强调其演技（如“林多美”角色）及可能遭遇的行业不公。随着时间推移，讨论从事件本身逐渐泛化，关联至综艺剧本操控、演员收入不平等等行业乱象，并波及迪丽热巴等女星。中期后，公众情绪以嘲讽与反感为主，其公信力持续消解，路人缘下滑。后期热度递减，焦点转向同期综艺（如赵露思、唐嫣表现）及内娱生态调侃，仅零星提及赵樱子早期作品或同情其网暴遭遇。整体呈现“高开低走”趋势，从具体争议演变为对娱乐圈现象的集体反思，最终在公众注意力分散中淡出。",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 4, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 3, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 1, 2, 3, 0, 1, 0, 1, 0, 0, 2, 2, 4, 2, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 3, 22, 43, 61, 13, 15, 15, 0]"
国庆机票价格跳水_最终事件描述,国庆机票价格跳水事件呈现动态演变的复杂态势：初期消费者对部分航线低价与热门城市缺票的供需矛盾反应分化，中期焦点转向航班时间不合理、返程票暴涨及服务问题（如临时取消、退改难），后期舆论逐渐升级为对航司营销套路和市场乱象的集体质疑。事件全程凸显三大特征：一是价格波动争议贯穿始终，部分航线“先涨后降”或临近假期骤降引发提前购票者强烈不满，而冷门线路低价与热门返程天价票并存；二是出行方式分化，高铁因稳定性获青睐，部分消费者转向周边游或“宅家”抵制调调休；三是经济环境关联性凸显，舆论普遍将降价归因于运力过剩、消费降级及旅游市场遇冷。最终事件反映出节假日出行供需错配、信息不对称与消费者理性化趋势的深层矛盾，航空旅游市场信任度受损。（198字）,0,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 3, 10, 5, 10, 4]"
